ИД,ДЕФОЛТ60 (Прогноз),Скоринговый балл
6176,0,0.17644832
6177,0,0.08163295
6178,0,0.15100542
6179,1,0.2540082
6180,0,0.0075639747
6181,0,0.101267114
6182,0,0.17879067
6183,0,0.1506115
6184,1,0.33473873
6185,0,0.016135914
6186,0,0.05212774
6187,0,0.007423347
6188,1,0.62006056
6189,0,0.013496847
6190,0,0.013199746
6191,0,0.02345295
6192,0,0.041522447
6193,1,0.23323306
6194,1,0.3184416
6195,1,0.3178256
6196,1,0.1927779
6197,1,0.31169844
6198,0,0.14378738
6199,1,0.22982143
6200,0,0.1599015
6201,0,0.026485538
6202,0,0.09586933
6203,1,0.42603132
6204,1,0.36685124
6205,1,0.2101853
6206,1,0.47216117
6207,0,0.008921565
6208,0,0.027857037
6209,0,0.0754945
6210,1,0.22369932
6211,1,0.20808308
6212,0,0.17512003
6213,1,0.24421081
6214,0,0.04526363
6215,1,0.23676713
6216,0,0.002374599
6217,1,0.23868632
6218,0,0.038060278
6219,1,0.33970064
6220,1,0.22968856
6221,0,0.043252107
6222,1,0.324221
6223,1,0.31397843
6224,0,0.014262701
6225,0,0.06586334
6226,1,0.22823611
6227,1,0.5832037
6228,0,0.13314843
6229,0,0.053519573
6230,0,0.122470014
6231,0,0.12833235
6232,1,0.24966392
6233,0,0.1560879
6234,0,0.040039964
6235,1,0.29634663
6236,1,0.6201319
6237,1,0.2093472
6238,1,0.6749405
6239,0,0.051504157
6240,1,0.498117
6241,0,0.011378303
6242,0,0.026961287
6243,1,0.62176675
6244,1,0.5579378
6245,1,0.44755903
6246,0,0.14784722
6247,1,0.35044247
6248,0,0.16985138
6249,1,0.60514057
6250,0,0.13983712
6251,0,0.06725809
6252,0,0.12786926
6253,1,0.5847293
6254,0,0.028899416
6255,1,0.4734595
6256,1,0.75686854
6257,1,0.40383175
6258,0,0.10909894
6259,1,0.23959965
6260,0,0.026370145
6261,0,0.037752327
6262,1,0.3092691
6263,0,0.032320105
6264,0,0.15024123
6265,1,0.31853685
6266,1,0.7706995
6267,1,0.44177446
6268,1,0.27883068
6269,1,0.50037426
6270,1,0.6004022
6271,1,0.89507914
6272,0,0.021970589
6273,0,0.15467559
6274,0,0.030353852
6275,0,0.14072345
6276,1,0.6525048
6277,0,0.058861107
6278,1,0.8340373
6279,1,0.47520083
6280,1,0.24210715
6281,1,0.5366592
6282,1,0.18676603
6283,0,0.12856528
6284,0,0.094058886
6285,0,0.040506605
6286,0,0.05720958
6287,0,0.13125612
6288,0,0.07343025
6289,0,0.030469432
6290,1,0.89696395
6291,1,0.29705027
6292,1,0.41897774
6293,1,0.19320379
6294,0,0.02135744
6295,1,0.7679607
6296,0,0.1376556
6297,0,0.12667936
6298,1,0.33870775
6299,1,0.2890795
6300,1,0.5757832
6301,0,0.018862361
6302,0,0.11588761
6303,0,0.053689234
6304,1,0.80894303
6305,1,0.30292898
6306,1,0.6405234
6307,0,0.022666115
6308,1,0.64403075
6309,1,0.23696397
6310,1,0.83815044
6311,1,0.48383158
6312,0,0.08571885
6313,0,0.07806732
6314,1,0.39329147
6315,1,0.5359765
6316,0,0.052700926
6317,1,0.7685943
6318,1,0.6748043
6319,1,0.83809805
6320,0,0.0867629
6321,0,0.021890536
6322,0,0.111256085
6323,0,0.11915132
6324,0,0.053804703
6325,0,0.08019802
6326,0,0.1102539
6327,0,0.0732332
6328,1,0.31030533
6329,1,0.35804442
6330,0,0.024425931
6331,1,0.1919594
6332,1,0.5255357
6333,1,0.42209947
6334,1,0.35872263
6335,1,0.24079959
6336,0,0.09386588
6337,0,0.064711735
6338,1,0.5774538
6339,0,0.02456046
6340,1,0.2643304
6341,0,0.01983737
6342,0,0.110948026
6343,0,0.041875925
6344,1,0.42603123
6345,0,0.018850949
6346,0,0.020937305
6347,1,0.88297755
6348,1,0.6081004
6349,1,0.18375668
6350,1,0.23479407
6351,1,0.64336497
6352,1,0.48882365
6353,1,0.24737649
6354,0,0.028157776
6355,1,0.1934651
6356,0,0.007675268
6357,1,0.53052163
6358,0,0.029488573
6359,0,0.110041544
6360,0,0.11162267
6361,1,0.5046846
6362,0,0.017071022
6363,0,0.068539
6364,1,0.19689818
6365,0,0.06790895
6366,1,0.49993193
6367,0,0.09632129
6368,1,0.49674958
6369,1,0.32338035
6370,0,0.17621985
6371,1,0.3391542
6372,1,0.44147184
6373,1,0.60636234
6374,1,0.3920009
6375,0,0.07198233
6376,0,0.08457224
6377,1,0.3353978
6378,1,0.32509118
6379,0,0.14802758
6380,0,0.14326617
6381,1,0.18829563
6382,0,0.17897663
6383,0,0.09496344
6384,1,0.77915347
6385,1,0.7605953
6386,1,0.62757987
6387,1,0.29295695
6388,1,0.42515343
6389,1,0.4652603
6390,0,0.036460284
6391,0,0.027963724
6392,1,0.5232867
6393,0,0.08975753
6394,1,0.29790774
6395,1,0.5724386
6396,0,0.12602243
6397,1,0.79404557
6398,0,0.17508334
6399,0,0.03742367
6400,1,0.80735314
6401,1,0.24215372
6402,1,0.20150113
6403,1,0.296855
6404,0,0.15436943
6405,0,0.13033617
6406,1,0.7712329
6407,0,0.0886008
6409,1,0.65588254
6410,0,0.13696934
6411,0,0.12935242
6412,1,0.8184656
6413,1,0.80729425
6414,1,0.27302343
6415,0,0.105471335
6416,1,0.622218
6417,1,0.6285889
6418,0,0.049219746
6419,1,0.3935897
6420,1,0.4318008
6421,1,0.6271626
6422,1,0.7740745
6423,0,0.02665148
6424,1,0.8057809
6425,1,0.33911675
6426,1,0.60899067
6427,1,0.95738286
6428,0,0.098146744
6429,1,0.18827543
6430,1,0.19270597
6431,1,0.29003978
6432,1,0.8782419
6433,0,0.0016767635
6434,0,0.059765507
6435,0,0.10122237
6436,0,0.049791135
6437,0,0.062931344
6438,1,0.6116521
6439,0,0.16343567
6440,0,0.07400914
6441,1,0.38801464
6442,0,0.0019882955
6443,1,0.86634326
6444,0,0.035452843
6445,0,0.07798214
6446,1,0.38754368
6447,1,0.5953172
6448,1,0.1836251
6449,1,0.41361058
6450,1,0.2529183
6451,1,0.59986466
6452,0,0.041669436
6453,1,0.20574567
6454,0,0.0952509
6455,1,0.3209534
6456,1,0.58414507
6457,0,0.04690818
6458,1,0.48771986
6459,1,0.64219403
6460,1,0.27776477
6461,0,0.038830437
6462,1,0.8285337
6463,1,0.28055423
6464,1,0.37160328
6465,1,0.75351757
6466,1,0.37510458
6467,0,0.0105909305
6468,1,0.65782243
6469,0,0.08215874
6470,1,0.4419151
6471,1,0.20012467
6472,1,0.80592877
6473,1,0.6188668
6474,1,0.515908
6475,1,0.39388308
6476,1,0.707671
6477,1,0.39658722
6478,1,0.26517183
6479,1,0.5916987
6480,0,0.0129353935
6481,1,0.45564982
6482,0,0.017863473
6483,1,0.27823752
6484,0,0.15611923
6485,0,0.046307903
6486,1,0.9014805
6487,0,0.090016
6488,1,0.3288551
6489,1,0.5789499
6490,1,0.5470855
6491,1,0.33170936
6492,1,0.6827438
6493,0,0.07865094
6494,0,0.06251905
6495,1,0.94260937
6496,0,0.0135968635
6498,0,0.03120253
6499,1,0.3598263
6500,1,0.9364534
6501,1,0.4276821
6502,1,0.20608638
6503,0,0.09022866
6504,0,0.10741809
6505,0,0.10353267
6506,1,0.54880315
6507,1,0.19373202
6508,0,0.054613557
6509,0,0.17479317
6510,0,0.1555548
6511,1,0.48922426
6512,1,0.35186216
6513,0,0.1192986
6514,1,0.5466818
6515,0,0.10716347
6516,1,0.5905728
6517,1,0.62530565
6518,0,0.06270294
6519,0,0.030491423
6520,1,0.38461325
6521,1,0.8889829
6522,1,0.304287
6523,0,0.048625268
6524,1,0.2859531
6525,1,0.38065085
6526,1,0.4993916
6527,1,0.3430923
6528,1,0.20874034
6529,1,0.21213932
6530,1,0.39819083
6531,0,0.0110345995
6532,1,0.34015614
6533,0,0.093857385
6534,1,0.31748307
6535,0,0.026016908
6536,0,0.077931724
6537,0,0.15818796
6538,1,0.65013576
6539,0,0.11694885
6540,0,0.11454802
6541,0,0.039385546
6542,1,0.34523952
6543,1,0.3840832
6544,1,0.9041687
6545,1,0.22315769
6546,1,0.27808788
6547,0,0.1638231
6548,1,0.6161858
6550,1,0.6212249
6551,0,0.05084176
6552,1,0.36071333
6553,0,0.08072683
6554,1,0.6501455
6555,1,0.3857863
6556,1,0.48351935
6557,0,0.06823318
6558,1,0.8987834
6559,0,0.063406326
6560,1,0.65064746
6561,1,0.30503723
6562,1,0.94609374
6563,0,0.17504391
6564,0,0.15814292
6565,0,0.13596237
6566,1,0.48078358
6567,1,0.9203396
6569,0,0.06074521
6570,1,0.51869166
6571,0,0.11447866
6572,0,0.022363557
6573,0,0.03724028
6574,1,0.30511633
6575,1,0.82964057
6576,0,0.066021666
6577,0,0.16781648
6578,1,0.79543936
6579,0,0.15304562
6580,1,0.616976
6581,1,0.81306595
6582,0,0.071395814
6583,1,0.33562276
6584,1,0.32005563
6585,1,0.18282981
6586,1,0.8509179
6587,0,0.15529682
6589,0,0.0789251
6590,0,0.07442498
6591,0,0.04486918
6592,1,0.62815434
6593,0,0.13403109
6594,0,0.017253278
6595,1,0.4725404
6596,0,0.078624725
6598,1,0.31601357
6599,0,0.041716445
6600,0,0.119020276
6601,0,0.08955307
6602,1,0.25291586
6603,1,0.23058006
6604,0,0.07370831
6605,1,0.89851826
6606,1,0.24428542
6607,1,0.2521747
6609,0,0.049109217
6610,1,0.6215863
6612,1,0.22713052
6614,1,0.24384372
6618,0,0.016295
6621,1,0.46790117
6622,1,0.2096697
6626,1,0.6120484
6627,1,0.87816775
6628,0,0.08825331
6629,0,0.023293756
6632,1,0.41748816
6633,1,0.456782
6634,0,0.06910926
6635,0,0.15150815
6639,0,0.083307125
6641,0,0.01694689
6643,1,0.39064968
6644,0,0.03022116
6645,0,0.111340724
6646,1,0.51023626
6647,1,0.59339005
6648,1,0.5780444
6649,0,0.07051658
6650,1,0.56397605
6652,0,0.06325643
6654,0,0.049298108
6658,0,0.054855045
7031,0,0.022341507
7032,0,0.13136333
7038,0,0.15387762
7568,1,0.22696951
7569,1,0.18782067
7570,0,0.015867721
7571,0,0.036135938
7572,1,0.70849246
7573,1,0.5707037
7574,1,0.6813252
7575,0,0.069714695
7577,1,0.4008064
7578,0,0.04214339
7579,0,0.08095913
7580,1,0.4450445
7581,0,0.13697362
7582,1,0.5272522
7583,1,0.89214087
7584,0,0.0077848006
7585,1,0.34581193
7586,1,0.38682535
7587,0,0.12210708
7588,1,0.43566647
7589,1,0.37320235
7590,1,0.29224938
7591,0,0.0327815
7592,1,0.40613592
7593,1,0.5679099
7594,0,0.16765721
7595,1,0.18330699
7596,0,0.12718865
7597,1,0.3560398
7598,0,0.17094645
7599,0,0.0096351905
7600,0,0.06053727
7601,1,0.20802385
7602,1,0.32599333
7603,1,0.7400964
7604,1,0.25885874
7605,1,0.5472451
7606,1,0.382768
7607,1,0.44517982
7608,1,0.5710743
7609,1,0.31338146
7610,1,0.21336398
7611,1,0.337234
7612,1,0.84107333
7613,0,0.02183977
7614,1,0.6191679
7615,0,0.15001212
7616,1,0.25817433
7617,0,0.094826065
7618,1,0.538968
7619,0,0.08108304
7620,1,0.41923547
7621,1,0.45104316
7622,0,0.00072557526
7623,0,0.108248115
7624,0,0.0063133985
7625,1,0.51961094
7626,0,0.018750597
7627,0,0.088022225
7628,1,0.47733918
7629,0,0.10373029
7630,1,0.1902397
7631,1,0.8431199
7632,0,0.1425992
7633,1,0.296267
7634,0,0.108362935
7635,1,0.3254391
7636,1,0.5837139
7637,1,0.43959254
7638,1,0.34698758
7639,1,0.3139207
7640,1,0.25173944
7641,0,0.11566119
7642,1,0.8050341
7643,1,0.18418553
7644,0,0.12442946
7645,0,0.11687799
7646,1,0.317554
7647,0,0.06826033
7648,0,0.058630243
7649,1,0.29024693
7650,1,0.25718033
7651,0,0.1722037
7652,1,0.31343827
7653,1,0.8265127
7654,1,0.4916186
7655,1,0.82423604
7656,0,0.11401149
7657,1,0.2559122
7658,1,0.27090678
7659,0,0.06498946
7660,1,0.39064875
7661,1,0.9045031
7662,1,0.2560299
7663,0,0.059367843
7664,0,0.012239661
7665,0,0.017106334
7666,1,0.5858895
7667,0,0.022442512
7668,0,0.08955844
7669,0,0.11294537
7670,0,0.023730304
7671,1,0.44689557
7672,1,0.6405205
7673,1,0.97592574
7674,0,0.122697696
7675,1,0.33524227
7676,1,0.289295
7677,1,0.4120976
7678,0,0.16642603
7679,1,0.30431625
7680,1,0.19987138
7681,0,0.04117201
7682,0,0.061046425
7683,1,0.44626144
7684,0,0.15160602
7685,1,0.33200446
7686,0,0.16262622
7687,1,0.4347411
7688,0,0.13081329
7689,0,0.05286586
7690,1,0.18919927
7691,0,0.09848647
7692,1,0.29183736
7693,0,0.05412143
7694,0,0.012734214
7695,0,0.11369993
7696,0,0.058648378
7697,0,0.16277374
7698,0,0.03945365
7699,1,0.7810135
7700,0,0.052442785
7702,1,0.36289558
7703,1,0.2787502
7704,0,0.13288978
7705,0,0.10111501
7706,0,0.03390413
7707,1,0.25609243
7708,1,0.22719696
7709,0,0.061651543
7710,0,0.16097152
7711,1,0.28518274
7712,0,0.13115823
7713,0,0.07147967
7714,1,0.526495
7715,1,0.203199
7716,1,0.2020826
7717,0,0.16338763
7718,0,0.10074359
7719,0,0.084036775
7720,0,0.029293641
7721,1,0.55526453
7722,1,0.30116653
7723,1,0.20752694
7724,0,0.07138551
7725,1,0.46795577
7726,0,0.09724159
7727,1,0.3735459
7728,0,0.16567852
7729,0,0.0638925
7730,0,0.114045285
7731,1,0.9367915
7732,0,0.025139308
7733,1,0.5073461
7734,0,0.08713558
7735,0,0.053531565
7736,1,0.27844653
7737,0,0.12100189
7738,1,0.19376737
7739,1,0.32933494
7740,1,0.2755972
7741,0,0.092201464
7742,0,0.13937546
7743,1,0.5118799
7744,0,0.17530149
7745,0,0.10637345
7746,1,0.22021642
7747,1,0.20753701
7748,1,0.49520615
7749,0,0.147365
7750,1,0.26402834
7751,0,0.0107377
7752,0,0.02137718
7753,1,0.23477368
7754,1,0.7916522
7755,1,0.31422615
7756,0,0.017749347
7757,1,0.3263329
7758,0,0.06778061
7759,1,0.41684023
7760,1,0.6349157
7761,1,0.3028577
7762,1,0.2805123
7763,0,0.02100066
7764,0,0.15517841
7765,0,0.079888344
7766,1,0.30719325
7767,1,0.5811496
7768,0,0.026315382
7769,1,0.45723596
7770,0,0.08566251
7771,0,0.15785228
7772,1,0.43435276
7773,0,0.034911335
7774,1,0.8277279
7775,0,0.15116614
7776,0,0.099789485
7777,1,0.21265705
7778,1,0.71623933
7779,1,0.31053185
7780,0,0.08444117
7781,1,0.7505362
7782,0,0.05796503
7783,0,0.13943268
7784,1,0.7168112
7785,1,0.24698347
7786,1,0.3090828
7787,0,0.09496759
7788,0,0.059928037
7789,0,0.16468826
7790,1,0.37351274
7791,1,0.23711888
7792,0,0.06348907
7793,0,0.025297567
7794,1,0.3187681
7795,0,0.06025987
7796,0,0.057624836
7797,0,0.02514909
7798,1,0.21888947
7799,1,0.3077834
7800,0,0.034565397
7801,0,0.036246583
7802,1,0.7329607
7803,1,0.58908063
7804,0,0.10108646
7805,0,0.03378828
7806,1,0.86059743
7807,1,0.8286632
7808,0,0.06255378
7809,1,0.3274388
7810,0,0.103715934
7811,0,0.023716202
7812,1,0.22792123
7813,0,0.08651331
7814,0,0.101521574
7815,1,0.6543741
7816,1,0.19854581
7817,0,0.1767193
7818,1,0.46851325
7819,1,0.60136694
7820,0,0.15178944
7821,0,0.100835636
7822,0,0.06992154
7823,0,0.016480483
7824,0,0.020485666
7825,0,0.17322096
7826,0,0.048514742
7827,1,0.26575324
7828,0,0.08860904
7829,0,0.11088084
7830,0,0.01916381
7831,0,0.019367026
7832,1,0.47834772
7833,1,0.31910753
7834,0,0.16704181
7835,1,0.35935467
7836,0,0.113584846
7837,1,0.20757194
7838,1,0.307868
7839,1,0.84499323
7840,0,0.051937383
7841,1,0.7385569
7842,0,0.15611641
7843,1,0.47175428
7844,1,0.47624078
7845,1,0.46945852
7846,0,0.16152093
7847,1,0.35173777
7848,0,0.01552791
7849,1,0.21652943
7850,0,0.15894319
7851,1,0.19585918
7852,0,0.09397979
7853,0,0.04924296
7854,1,0.24936865
7855,1,0.34346005
7856,0,0.04969835
7857,0,0.01823334
7858,0,0.03115065
7859,1,0.47578272
7860,1,0.2136395
7861,0,0.05996995
7862,1,0.7847571
7863,0,0.15597332
7864,1,0.55450815
7865,0,0.06258871
7866,0,0.010415773
7867,1,0.8379938
7868,0,0.17593414
7869,1,0.46096176
7870,0,0.037932612
7871,1,0.348485
7872,1,0.27790886
7873,0,0.04413725
7874,0,0.030825939
7875,0,0.12171342
7876,0,0.015334546
7877,0,0.08011199
7878,0,0.16758284
7879,1,0.4105853
7880,0,0.011892178
7881,1,0.52780384
7882,0,0.14168198
7883,0,0.1516046
7884,1,0.5007376
7885,1,0.19359459
7886,0,0.055443063
7887,0,0.07684867
7888,1,0.2926382
7889,0,0.10885386
7890,1,0.23700853
7891,0,0.08921549
7892,1,0.385202
7893,0,0.015015911
7894,0,0.062092997
7895,0,0.023930883
7896,0,0.0060612066
7897,0,0.10466827
7898,0,0.117182046
7899,0,0.007838882
7900,0,0.056718603
7901,1,0.5232698
7902,1,0.3525359
7903,0,0.027426986
7904,1,0.2638277
7905,1,0.83171844
7906,1,0.6170854
7907,0,0.0057261568
7908,0,0.0662366
7909,1,0.8419358
7910,1,0.58792293
7911,0,0.023447629
7912,0,0.082319915
7913,0,0.1589224
7914,0,0.13336015
7915,1,0.19228229
7916,1,0.4489483
7917,0,0.09160521
7918,1,0.72543895
7919,0,0.013706221
7920,0,0.12612335
7921,0,0.025378564
7922,0,0.042071994
7923,1,0.44581252
7924,0,0.17054488
7925,0,0.024893856
7926,1,0.29200187
7927,1,0.18407568
7928,0,0.045686252
7929,1,0.31487283
7930,1,0.23270352
7931,0,0.062144518
7932,0,0.047696136
7933,0,0.13389134
7934,1,0.2466418
7935,1,0.34555525
7936,0,0.044674437
7937,1,0.27949607
7938,0,0.17214273
7939,1,0.20514034
7940,1,0.4199054
7941,0,0.010407194
7942,0,0.111570746
7943,1,0.22529048
7949,1,0.76919645
7952,0,0.0762165
7954,0,0.034023706
7964,1,0.24841945
7965,0,0.098069936
7973,1,0.65784305
7980,1,0.5198942
7981,0,0.13613603
7985,1,0.25805232
7986,1,0.4304137
7990,0,0.14918628
7994,1,0.2841036
8015,0,0.013268123
8016,0,0.097871214
8017,1,0.43417266
8018,1,0.44879517
8019,0,0.08197263
8021,0,0.022577103
8022,1,0.29739624
8023,1,0.5127608
8024,0,0.11989467
8025,1,0.5899259
8026,1,0.5443758
8027,1,0.3486711
8028,0,0.1452333
8029,1,0.52960074
8030,1,0.3918816
8031,0,0.112294696
8032,1,0.3937184
8033,0,0.00083785725
8034,1,0.7348316
8035,1,0.21974878
8036,0,0.014165645
8037,1,0.32842088
8038,1,0.8576595
8039,0,0.033309944
8040,0,0.0020469325
8041,1,0.5574163
8042,1,0.26837143
8043,0,0.05372927
8044,0,0.11170999
8045,1,0.2546946
8046,1,0.65503883
8047,1,0.8457457
8048,1,0.27428254
8049,1,0.18040077
8050,0,0.0570956
8051,0,0.0005348183
8052,0,0.11838909
8053,0,0.04264713
8054,1,0.257558
8055,0,0.029085197
8056,0,0.17549688
8057,0,0.14375082
8058,0,0.04673455
8059,0,0.029582912
8060,1,0.28263772
8061,1,0.551873
8062,0,0.109447606
8063,1,0.824667
8064,1,0.4553624
8065,0,0.11279268
8066,0,0.065746486
8067,1,0.5265436
8068,1,0.33076757
8069,1,0.3991673
8070,1,0.49281517
8071,1,0.2288732
8072,0,0.1067313
8073,0,0.018915135
8074,1,0.46996182
8075,0,0.097146906
8076,1,0.22416803
8077,1,0.21179675
8078,0,0.07832516
8079,0,0.015874738
8080,0,0.034658972
8081,0,0.027485503
8082,1,0.6626808
8083,1,0.38613066
8084,0,0.16957606
8085,1,0.46021077
8086,0,0.080689594
8087,0,0.08724152
8088,0,0.13563234
8089,1,0.27918044
8090,1,0.4078509
8091,1,0.32031655
8092,1,0.47173846
8093,0,0.1198282
8094,1,0.64763623
8095,0,0.016553093
8096,0,0.04652409
8097,1,0.7981011
8098,0,0.024349384
8099,0,0.003382116
8100,1,0.29918715
8101,1,0.56105584
8102,1,0.21546404
8103,0,0.010379367
8104,1,0.2836125
8105,1,0.20673373
8106,1,0.43424422
8107,1,0.37189633
8108,1,0.29441684
8109,1,0.26533264
8110,1,0.83218545
8111,0,0.15422729
8112,0,0.0078930715
8113,1,0.66609204
8114,1,0.46329683
8115,1,0.2860015
8116,1,0.23365295
8117,1,0.8758145
8118,0,0.06833063
8119,1,0.66863173
8120,0,0.11619745
8121,1,0.358249
8122,0,0.04782366
8123,1,0.18036771
8124,0,0.05948124
8125,0,0.0063021244
8126,1,0.40180445
8127,0,0.042588104
8128,1,0.26327392
8129,0,0.050901186
8130,0,0.068281926
8131,1,0.81037647
8132,1,0.48937815
8133,0,0.011150001
8134,0,0.17163187
8135,0,0.0690136
8136,0,0.057309724
8137,0,0.031402484
8138,0,0.09254036
8139,0,0.02233667
8140,0,0.094644986
8141,0,0.15763988
8142,0,0.14803798
8143,0,0.14661863
8144,1,0.7908292
8145,0,0.1341879
8146,0,0.0029317928
8147,0,0.041165818
8148,0,0.010147583
8149,1,0.65570617
8150,0,0.07681158
8151,0,0.08755294
8152,0,0.052155774
8153,1,0.7636847
8154,1,0.22050855
8155,0,0.009370442
8156,0,0.022017192
8157,0,0.08945467
8158,1,0.34639668
8159,1,0.85435444
8163,0,0.15158579
8164,1,0.31109244
8165,1,0.41189292
8166,0,0.024446454
8167,0,0.0078679845
8168,1,0.49791446
8169,1,0.47397968
8170,0,0.13896407
8171,1,0.3992069
8172,1,0.24168818
8173,0,0.13268362
8174,1,0.284816
8175,1,0.4783642
8176,1,0.25224796
8177,1,0.5390088
8178,1,0.20240498
8179,0,0.0593353
8180,0,0.12296559
8181,1,0.20914064
8184,1,0.50751543
8185,0,0.15080337
8186,1,0.2176892
8187,1,0.23055586
8188,1,0.21642463
8189,1,0.22157727
8190,1,0.3137096
8191,1,0.24914691
8192,1,0.23235545
8193,1,0.3518347
8194,1,0.61940676
8195,1,0.47415113
8196,1,0.3402436
8197,0,0.016496312
8198,1,0.88607514
8199,1,0.5935941
8200,1,0.37382075
8201,1,0.29382655
8202,1,0.20779955
8203,1,0.33240607
8204,0,0.10519536
8205,1,0.2149977
8206,1,0.24824859
8207,1,0.82551885
8208,1,0.75959516
8209,0,0.089794524
8210,1,0.59739566
8211,1,0.1976174
8212,1,0.531248
8213,0,0.14731094
8214,1,0.61316735
8215,1,0.53501827
8216,1,0.31647626
8217,1,0.2236767
8218,0,0.1741504
8219,0,0.05684437
8220,0,0.16749762
8221,1,0.30920848
8222,0,0.009353566
8223,1,0.75953233
8224,0,0.054451223
8225,1,0.428952
8226,1,0.5432573
8227,1,0.21509849
8228,0,0.09046027
8229,0,0.09805104
8230,0,0.015111783
8231,1,0.69504976
8232,0,0.06895951
8233,1,0.20793098
8234,1,0.4282981
8235,1,0.7418813
8236,0,0.07814749
8237,0,0.06317208
8238,1,0.7449768
8239,1,0.80622953
8240,0,0.036127206
8241,0,0.14914057
8242,0,0.04708718
8243,0,0.01798795
8244,1,0.7550047
8245,1,0.27374262
8246,1,0.78733754
8247,1,0.39902407
8248,1,0.33139804
8249,1,0.3776026
8250,0,0.035235427
8251,0,0.04575426
8252,1,0.27313644
8253,0,0.07955542
8254,1,0.68921715
8255,1,0.44416252
8258,1,0.74144715
8259,0,0.16222814
8260,1,0.20969075
8261,1,0.22040512
8262,1,0.73947847
8263,1,0.29871455
8264,0,0.081571825
8265,1,0.6892433
8266,0,0.10292007
8267,0,0.03094665
8268,0,0.15904222
8269,1,0.23131919
8271,0,0.06969557
8272,0,0.008153251
8273,0,0.08588963
8274,1,0.32401407
8275,1,0.25332025
8276,1,0.18234408
8277,0,0.13810612
8278,0,0.17012428
8279,0,0.012894537
8280,1,0.23625228
8281,0,0.009660768
8282,1,0.6494144
8283,1,0.8833084
8284,0,0.02808378
8286,0,0.15815641
8287,1,0.29199487
8288,0,0.08814761
8289,0,0.10266221
8290,1,0.68352807
8291,1,0.21287802
8292,1,0.39987764
8293,1,0.39053756
8294,1,0.2474579
8295,1,0.3637216
8296,1,0.20196413
8297,0,0.11404641
8298,0,0.014401491
8299,1,0.7971353
8300,0,0.14849441
8301,0,0.16906731
8302,0,0.07521087
8303,1,0.94330895
8304,1,0.30002332
8305,0,0.037920486
8306,0,0.053696528
8307,1,0.34194723
8308,0,0.123517714
8309,0,0.03142542
8310,0,0.018824397
8311,0,0.16809897
8312,0,0.03962189
8313,1,0.18056636
8314,0,0.13724998
8315,1,0.42956123
8316,1,0.3067265
8317,1,0.45249146
8318,1,0.7070398
8319,0,0.09601897
